gene|Hydrophob-Hydrophob|StrHydrophob-StrHydrophob|Aromatic-Aromatic|Hydrophil-Hydrophil|Hydrophob-Aromatic|Hydrophob-Charged|Hydrophob-NegCharged|Hydrophob-PosCharged|PosCharged-PosCharged|NegCharged-NegCharged|FF-FY-SY-TY-HC|FF-FY-SY-HC|FF|FY|TY|SY|HC|MR|Total
P33024|2|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|4
P33025|20|10|0|2|5|4|3|1|0|0|0|0|0|0|0|0|0|0|37
P33026|106|42|12|7|51|31|6|25|2|0|10|10|3|6|0|1|1|1|169
P33029|66|35|3|19|27|37|11|26|3|1|0|0|0|0|0|0|0|0|140
P33030|4|1|0|7|0|5|1|4|0|2|0|0|0|0|0|0|0|0|18
P33129|12|2|1|2|5|5|1|4|0|0|2|2|0|0|1|1|1|0|23
P33136|30|10|11|7|27|19|9|10|0|0|5|5|3|2|0|0|0|0|70
P33195|197|61|12|31|87|93|20|73|4|0|14|14|0|4|3|3|3|2|418
P33221|20|14|0|4|9|25|16|9|1|0|0|0|0|0|0|0|0|0|55
P33222|57|20|7|10|38|32|12|20|2|1|4|4|1|1|0|2|2|0|118
P33224|0|0|0|0|0|3|0|3|0|0|0|0|0|0|0|0|0|0|3
P33225|218|99|29|88|126|151|38|113|14|1|6|6|2|2|1|0|0|3|574
P33226|18|6|2|2|8|13|3|10|0|0|0|0|0|0|0|0|0|0|34
P33228|8|7|3|1|7|5|3|2|0|0|2|2|2|0|0|0|0|0|14
P33231|30|8|1|1|15|2|0|2|0|0|0|0|0|0|0|0|0|0|52
P33232|35|15|4|8|17|12|2|10|1|0|3|3|0|2|1|0|0|1|69
P33234|40|29|0|1|18|8|0|8|0|0|2|2|0|0|0|1|1|1|70
P33235|10|1|0|4|1|5|1|4|0|0|0|0|0|0|0|0|0|0|23
P33340|7|5|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|8
P33341|1|0|0|6|0|4|1|3|1|0|0|0|0|0|0|0|0|0|13
P33343|1|0|0|0|1|0|0|0|0|0|1|1|0|0|1|0|0|0|1
P33346|2|2|1|5|2|9|1|8|1|0|1|1|1|0|0|0|0|0|19
P33348|2|1|0|1|0|2|0|2|1|0|0|0|0|0|0|0|0|0|6
P33349|51|11|3|4|28|13|7|6|1|0|2|2|0|0|2|0|0|0|78
P33352|5|2|0|1|1|2|0|2|0|0|0|0|0|0|0|0|0|0|11
P33353|32|10|3|14|22|42|21|21|1|1|1|1|0|0|1|0|0|1|99
P33358|25|5|2|3|17|8|4|4|1|0|0|0|0|0|0|0|0|0|38
P33360|2|2|1|0|3|3|0|3|0|0|0|0|0|0|0|0|0|0|7
P33362|55|27|1|4|14|5|2|3|0|0|0|0|0|0|0|0|0|0|84
P33363|76|22|3|17|28|38|13|25|5|2|0|0|0|0|0|0|0|0|156
P33371|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P33570|95|52|5|19|36|38|9|29|2|2|3|3|1|1|1|0|0|0|175
P33590|71|26|13|11|42|30|15|15|1|0|3|3|2|0|1|0|0|0|126
P33593|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3
P33594|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P33595|60|27|7|23|40|45|13|32|3|0|2|2|0|1|0|0|0|0|141
P33599|3|0|1|1|3|6|1|5|1|0|2|2|0|1|1|0|0|0|11
P33602|145|69|2|38|55|99|47|52|5|1|4|4|1|0|2|1|1|0|328
P33607|26|11|1|0|8|2|1|1|0|0|1|1|1|0|0|0|0|0|29
P33634|39|17|8|7|26|11|4|7|0|0|8|8|2|6|0|0|0|0|66
P33643|7|4|5|7|13|19|1|18|4|0|1|1|1|0|0|0|0|0|39
P33644|12|6|0|2|2|4|2|2|0|0|0|0|0|0|0|0|0|0|18
P33647|26|22|0|2|4|15|7|8|0|1|0|0|0|0|0|0|0|0|43
P33650|13|4|0|1|3|6|2|4|0|0|0|0|0|0|0|0|0|0|23
P33666|24|1|1|1|4|8|2|6|0|0|1|1|0|1|0|0|0|0|33
P33667|28|14|0|6|9|10|2|8|1|0|0|0|0|0|0|0|0|2|60
P33913|44|7|12|11|29|16|6|10|1|0|4|4|1|2|1|0|0|0|91
P33916|7|1|0|8|1|13|4|9|1|2|0|0|0|0|0|0|0|0|34
P33919|23|6|0|7|6|11|2|9|0|0|0|0|0|0|0|0|0|0|51
P33920|30|18|4|8|16|19|1|18|2|0|1|1|0|0|0|1|1|0|64
P33924|25|6|0|6|9|6|2|4|0|1|0|0|0|0|0|0|0|0|57
P33927|5|0|2|1|4|1|1|0|0|0|0|0|0|0|0|0|0|0|8
P33931|4|0|0|0|3|1|1|0|0|0|0|0|0|0|0|0|0|0|6
P33934|23|13|0|13|8|9|3|6|4|0|1|1|0|0|0|0|0|1|62
P33937|236|76|19|78|125|125|45|80|14|5|19|19|4|8|3|4|4|5|522
P33940|102|38|6|23|60|58|17|41|1|0|4|4|0|1|1|2|2|1|225
P33941|7|4|0|3|3|7|4|3|0|0|0|0|0|0|0|0|0|0|24
P34209|17|2|0|3|4|6|2|4|0|0|0|0|0|0|0|0|0|0|33
P34749|2|2|0|1|0|6|0|6|0|0|0|0|0|0|0|0|0|0|9
P35340|57|23|0|5|18|14|5|9|1|0|4|4|0|0|1|2|2|0|88
P36547|17|8|0|1|0|16|6|10|0|0|0|0|0|0|0|0|0|0|41
P36548|79|49|4|13|26|45|21|24|0|2|3|3|0|1|2|0|0|0|157
P36553|13|6|5|10|12|15|6|9|3|0|3|3|1|2|0|0|0|0|40
P36554|104|43|4|10|42|27|7|20|1|0|3|3|1|1|1|0|0|1|189
P36561|7|3|0|2|0|6|0|6|0|0|0|0|0|0|0|0|0|1|22
P36562|40|25|0|5|2|18|9|9|0|0|0|0|0|0|0|0|0|0|78
P36566|14|5|1|9|9|11|3|8|5|0|1|1|0|0|1|0|0|0|42
P36645|25|11|0|4|14|10|10|0|0|0|0|0|0|0|0|0|0|0|44
P36646|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P36649|45|15|4|14|20|37|14|23|2|2|0|0|0|0|0|0|0|0|109
P36655|55|29|9|4|33|14|10|4|0|0|6|6|5|1|0|0|0|0|81
P36659|0|0|0|3|0|0|0|0|1|0|0|0|0|0|0|0|0|0|3
P36667|0|0|0|2|1|3|2|1|0|0|0|0|0|0|0|0|0|0|5
P36672|11|2|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|12
P36673|28|10|0|0|14|6|2|4|0|0|3|3|0|0|2|1|1|0|41
P36683|116|51|5|26|44|82|30|52|2|1|5|5|0|0|1|0|0|2|276
P36767|5|4|2|1|5|3|2|1|1|0|0|0|0|0|0|0|0|0|14
P36771|25|15|0|4|10|13|7|6|0|0|1|1|0|0|1|0|0|1|46
P36837|169|73|8|8|66|25|13|12|3|0|7|7|3|2|1|1|1|1|248
P36879|1|1|0|3|1|1|0|1|1|0|0|0|0|0|0|0|0|0|7
P36928|4|3|1|0|3|4|1|3|0|0|0|0|0|0|0|0|0|0|9
P36929|7|1|3|5|8|4|0|4|0|0|2|2|0|0|1|1|1|0|18
P36938|34|16|1|12|13|21|9|12|2|2|0|0|0|0|0|0|0|0|73
P36979|23|9|4|2|13|6|2|4|0|0|2|2|1|1|0|0|0|0|41
P36999|21|15|1|3|11|6|2|4|1|0|1|1|0|1|0|0|0|1|41
P37001|1|1|1|0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|1
P37005|78|42|2|7|24|17|9|8|2|0|2|2|0|1|1|0|0|0|114
P37007|39|9|5|6|29|19|4|15|2|0|3|3|1|1|0|1|1|0|69
P37008|1|1|0|1|0|2|2|0|0|0|0|0|0|0|0|0|0|0|4
P37009|18|9|4|3|8|2|1|1|0|0|2|2|0|0|0|2|2|1|33
P37013|4|3|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|6
P37016|6|0|1|1|5|2|2|0|0|0|3|3|0|1|2|0|0|0|10
P37017|3|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P37018|1|1|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P37019|79|20|5|2|24|14|4|10|0|0|4|4|3|1|0|0|0|0|104
P37024|17|9|0|6|4|13|2|11|0|0|0|0|0|0|0|0|0|0|49
P37025|0|0|1|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|4
P37028|23|15|0|0|1|3|0|3|0|0|0|0|0|0|0|0|0|0|28
P37047|7|6|0|3|1|5|4|1|0|0|0|0|0|0|0|0|0|0|17
P37049|16|9|1|0|6|2|1|1|0|0|1|1|0|1|0|0|0|0|22
P37050|3|2|0|3|5|6|1|5|0|0|0|0|0|0|0|0|0|0|15
P37051|20|15|2|7|8|14|5|9|3|0|3|3|1|1|1|0|0|0|44
P37052|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|1
P37056|37|19|2|7|13|17|4|13|2|1|1|1|0|0|0|0|0|0|69
P37095|87|34|1|17|20|33|13|20|1|1|5|5|0|1|1|3|3|1|156
P37127|30|18|0|2|4|7|2|5|0|0|0|0|0|0|0|0|0|0|43
P37128|5|2|0|3|0|6|4|2|0|1|0|0|0|0|0|0|0|0|15
P37146|10|1|1|9|8|13|4|9|1|2|1|1|0|0|0|1|1|0|34
P37177|3|2|0|2|0|3|0|3|2|0|0|0|0|0|0|0|0|0|8
P37180|20|12|0|1|11|7|5|2|0|0|1|1|0|0|1|0|0|0|29
P37194|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P37197|8|3|3|3|6|7|2|5|1|0|0|0|0|0|0|0|0|0|19
P37306|16|3|0|2|5|2|0|2|0|0|0|0|0|0|0|0|0|0|21
P37309|3|2|0|2|0|1|1|0|0|0|0|0|0|0|0|0|0|0|7
P37313|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7
P37325|14|11|1|1|5|1|0|1|0|0|1|1|0|1|0|0|0|0|21
P37326|4|2|0|9|2|10|0|10|2|0|0|0|0|0|0|0|0|0|31
P37327|26|11|1|0|14|6|3|3|0|0|1|1|0|0|1|0|0|0|37
P37329|49|22|5|7|30|22|13|9|2|0|4|4|1|1|0|2|2|0|87
P37330|78|44|6|27|32|29|10|19|5|1|3|3|0|2|1|0|0|1|159
P37339|57|20|6|9|27|30|6|24|2|0|5|5|1|0|2|1|1|1|123
P37342|22|14|2|1|9|7|3|4|0|1|0|0|0|0|0|0|0|0|31
P37344|3|2|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|4
P37348|5|1|0|3|1|6|4|2|2|0|0|0|0|0|0|0|0|0|16
P37349|6|3|0|5|2|5|5|0|0|1|0|0|0|0|0|0|0|0|21
P37353|17|7|1|1|6|5|2|3|0|0|0|0|0|0|0|0|0|0|29
P37355|18|10|6|9|19|16|6|10|1|0|3|3|1|1|0|0|0|0|44
P37387|18|12|2|9|10|13|6|7|2|0|1|1|0|1|0|0|0|0|49
P37388|11|6|1|2|3|6|3|3|0|1|0|0|0|0|0|0|0|1|26
P37440|21|9|0|2|7|5|3|2|0|0|0|0|0|0|0|0|0|0|33
P37443|1|0|1|2|1|0|0|0|1|0|0|0|0|0|0|0|0|0|5
P37595|8|1|0|3|1|10|10|0|0|0|0|0|0|0|0|0|0|0|21
P37596|24|14|0|6|2|12|4|8|1|0|0|0|0|0|0|0|0|1|56
P37597|93|48|0|7|39|19|4|15|1|0|1|1|0|0|0|1|1|0|148
P37610|69|33|7|20|50|29|9|20|4|1|6|6|3|0|1|2|2|0|144
P37617|17|12|0|5|0|11|3|8|0|0|0|0|0|0|0|0|0|1|34
P37621|135|64|4|4|50|21|8|13|1|1|6|6|0|4|0|2|2|1|178
P37624|28|8|5|4|16|7|3|4|1|1|1|1|0|1|0|0|0|1|59
P37626|4|1|0|3|0|5|0|5|1|0|0|0|0|0|0|0|0|0|13
P37627|7|3|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|10
P37629|10|1|0|0|3|1|1|0|0|0|1|1|0|0|1|0|0|0|11
P37631|46|12|12|6|26|13|4|9|0|0|1|1|1|0|0|0|0|0|81
P37634|4|3|0|0|2|3|1|2|0|0|0|0|0|0|0|0|0|0|7
P37636|9|5|0|0|0|3|0|3|0|0|0|0|0|0|0|0|0|0|12
P37637|162|67|11|26|71|54|15|39|0|0|13|13|5|3|2|3|3|1|303
P37639|43|35|4|3|27|10|4|6|0|0|4|4|3|1|0|0|0|0|60
P37641|30|13|2|4|15|11|5|6|0|0|2|2|1|0|0|1|1|0|50
P37643|144|55|11|24|71|53|19|34|7|1|10|10|1|7|1|1|1|0|245
P37646|9|5|1|0|2|2|0|2|0|0|0|0|0|0|0|0|0|0|13
P37647|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P37648|21|5|4|4|12|6|3|3|0|0|1|1|0|0|0|1|1|1|37
P37649|24|17|1|3|10|7|1|6|0|0|2|2|1|0|0|1|1|1|44
P37652|50|30|0|9|13|10|5|5|1|1|1|1|0|0|1|0|0|0|101
P37653|50|19|5|21|30|20|8|12|3|0|4|4|0|2|2|0|0|0|109
P37655|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|2
P37657|32|8|2|2|18|5|1|4|1|0|0|0|0|0|0|0|0|1|58
P37659|116|62|6|18|52|65|36|29|2|0|4|4|2|0|0|1|1|0|221
P37660|223|120|24|11|120|43|10|33|0|1|17|17|8|5|2|2|2|0|307
P37661|79|33|9|28|55|64|20|44|5|2|4|4|1|2|1|0|0|0|208
P37662|125|52|7|9|52|27|9|18|1|0|5|5|2|2|0|1|1|0|190
P37664|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|5
P37665|2|2|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P37666|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P37669|19|6|0|3|13|6|2|4|0|0|1|1|0|0|0|1|1|0|35
P37671|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P37672|6|3|1|3|1|3|0|3|1|0|0|0|0|0|0|0|0|0|15
P37673|36|18|3|8|26|23|7|16|0|0|2|2|1|1|0|0|0|0|78
P37675|49|31|1|2|7|4|0|4|1|0|2|2|1|0|0|1|1|0|59
P37676|65|38|2|15|26|22|10|12|1|0|1|1|1|0|0|0|0|0|135
P37677|23|5|6|3|17|13|3|10|0|0|3|3|2|0|1|0|0|1|61
P37678|9|5|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|11
P37679|6|6|0|0|2|3|0|3|0|0|0|0|0|0|0|0|0|0|9
P37680|6|1|3|4|5|2|1|1|0|0|1|1|0|1|0|0|0|0|12
P37682|28|10|3|9|17|10|5|5|0|1|1|1|0|0|0|1|1|1|57
P37683|7|1|0|0|4|3|0|3|0|0|0|0|0|0|0|0|0|0|10
P37685|45|8|3|11|31|25|7|18|0|0|3|3|0|0|2|0|0|0|96
P37686|17|13|0|2|2|4|2|2|0|0|0|0|0|0|0|0|0|0|32
P37689|94|48|6|32|31|51|27|24|4|2|1|1|0|0|0|1|1|0|229
P37690|1|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P37691|26|12|0|8|6|14|4|10|1|0|1|1|0|0|0|1|1|0|67
P37692|28|7|3|7|21|20|6|14|0|0|1|1|0|0|1|0|0|0|59
P37744|21|8|2|4|11|5|4|1|1|1|0|0|0|0|0|0|0|0|32
P37745|50|26|5|2|25|18|7|11|0|0|0|0|0|0|0|0|0|0|82
P37746|3|1|1|0|3|1|1|0|0|0|1|1|0|1|0|0|0|0|4
P37747|35|16|7|11|21|30|10|20|2|0|7|7|1|2|3|0|0|0|90
P37749|18|8|3|6|12|8|3|5|0|0|1|1|0|1|0|0|0|0|37
P37751|22|16|2|9|10|13|6|7|0|0|2|2|1|1|0|0|0|0|53
P37758|134|68|7|6|59|15|4|11|0|0|7|7|5|1|0|1|1|1|203
P37759|16|9|2|9|6|12|5|7|5|1|0|0|0|0|0|0|0|0|38
P37760|10|6|1|2|6|6|3|3|0|0|0|0|0|0|0|0|0|0|20
P37765|3|0|0|3|4|6|0|6|1|0|0|0|0|0|0|0|0|0|12
P37766|54|26|1|13|21|29|14|15|0|1|0|0|0|0|0|0|0|0|114
P37767|18|15|1|3|8|6|0|6|1|0|1|1|1|0|0|0|0|0|28
P37769|12|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24
P37772|80|25|2|1|25|8|2|6|0|0|4|4|1|1|2|0|0|0|98
P37773|36|18|1|3|11|6|1|5|0|0|0|0|0|0|0|0|0|0|71
P37774|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P37794|35|12|2|6|11|14|4|10|2|0|3|3|0|1|1|1|1|0|60
P37902|71|21|12|11|41|34|14|20|3|2|8|8|2|6|0|0|0|0|134
P37906|97|32|13|28|72|71|18|53|8|0|11|11|0|3|4|3|3|2|231
P37908|23|13|0|4|5|4|0|4|0|0|1|1|0|0|0|1|1|1|41
P37909|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P38035|5|2|1|0|2|1|0|1|0|0|1|1|0|1|0|0|0|0|7
P38036|26|10|1|6|10|9|3|6|0|0|0|0|0|0|0|0|0|0|42
P38038|48|24|2|16|13|24|6|18|2|0|3|3|0|2|0|1|1|0|99
P38051|83|42|8|21|51|50|13|37|3|0|2|2|0|2|0|0|0|0|174
P38052|0|0|0|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|3
P38054|191|86|4|28|55|88|37|51|2|3|6|6|0|1|2|3|3|1|358
P38055|104|45|9|15|47|42|14|28|3|0|9|9|4|3|1|1|1|0|172
P38097|10|8|0|3|4|8|0|8|1|0|0|0|0|0|0|0|0|0|25
P38101|28|20|1|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|32
P38104|34|7|5|8|24|24|8|16|0|0|3|3|1|1|0|1|1|0|79
P38105|14|9|1|5|5|5|2|3|1|0|1|1|1|0|0|0|0|0|29
P38134|22|11|0|2|3|11|2|9|0|0|0|0|0|0|0|0|0|0|45
P38135|15|5|0|1|8|11|4|7|0|0|0|0|0|0|0|0|0|0|27
P38393|3|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P38489|22|10|2|4|10|12|4|8|0|0|1|1|0|1|0|0|0|0|42
P38506|7|2|0|7|4|14|4|10|2|0|1|1|0|0|0|1|1|0|29
P38521|3|3|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P38683|29|9|4|1|15|5|4|1|0|0|3|3|1|1|0|1|1|0|50
P39099|20|6|0|3|3|1|0|1|0|0|0|0|0|0|0|0|0|0|30
P39160|61|27|4|15|30|40|11|29|2|0|0|0|0|0|0|0|0|0|142
P39163|65|25|1|10|26|33|13|20|0|0|1|1|0|1|0|0|0|1|123
P39165|17|9|2|10|9|4|1|3|0|0|0|0|0|0|0|0|0|0|40
P39172|22|17|1|2|9|5|1|4|0|0|1|1|0|1|0|0|0|0|35
P39173|3|1|2|3|3|7|4|3|1|0|0|0|0|0|0|0|0|2|21
P39176|13|5|0|1|2|4|2|2|0|0|0|0|0|0|0|0|0|0|18
P39180|31|9|1|5|10|11|5|6|0|0|0|0|0|0|0|0|0|0|57
P39187|15|9|0|3|3|14|3|11|2|0|0|0|0|0|0|0|0|0|42
P39196|109|49|2|12|40|22|11|11|1|1|0|0|0|0|0|0|0|0|190
P39199|8|7|0|1|3|1|1|0|0|1|0|0|0|0|0|0|0|0|11
P39208|13|6|0|2|2|8|1|7|1|0|0|0|0|0|0|0|0|0|23
P39263|20|12|0|1|10|4|2|2|0|0|0|0|0|0|0|0|0|0|33
P39264|3|0|1|0|2|1|0|1|0|0|0|0|0|0|0|0|0|0|5
P39265|15|8|0|4|5|13|8|5|0|0|0|0|0|0|0|0|0|0|38
P39276|134|72|5|10|57|16|5|11|1|1|7|7|3|1|3|0|0|0|199
P39277|262|156|13|5|101|20|8|12|1|0|9|9|3|5|1|0|0|0|325
P39279|60|44|0|19|20|33|15|18|3|1|1|1|0|0|0|1|1|0|136
P39280|15|6|2|2|11|17|1|16|0|0|1|1|0|1|0|0|0|0|37
P39282|255|110|21|5|141|18|13|5|0|0|16|16|5|8|3|0|0|0|370
P39285|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P39286|23|10|0|7|6|16|6|10|0|0|0|0|0|0|0|0|0|0|52
P39288|66|29|2|13|17|31|9|22|2|1|1|1|0|1|0|0|0|0|122
P39293|6|5|0|5|3|12|8|4|1|0|0|0|0|0|0|0|0|1|33
P39298|23|17|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|23
P39300|17|4|0|8|7|15|3|12|2|0|0|0|0|0|0|0|0|0|56
P39301|91|47|4|4|21|15|9|6|1|0|5|5|3|1|0|1|1|0|128
P39304|7|5|0|2|0|4|2|2|0|0|0|0|0|0|0|0|0|0|13
P39305|6|6|0|1|2|3|0|3|0|0|0|0|0|0|0|0|0|0|10
P39306|3|2|4|4|4|2|0|2|0|0|3|3|2|1|0|0|0|0|13
P39314|58|21|1|7|10|10|2|8|1|0|2|2|0|0|1|1|1|0|90
P39315|18|9|0|0|4|10|8|2|0|0|0|0|0|0|0|0|0|0|34
P39325|16|7|2|10|12|17|8|9|3|1|1|1|0|1|0|0|0|0|48
P39328|62|33|0|2|17|11|4|7|0|0|1|1|0|0|1|0|0|0|85
P39332|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P39333|15|12|0|0|5|5|2|3|0|0|0|0|0|0|0|0|0|0|23
P39338|8|2|0|3|6|3|0|3|0|0|2|2|0|0|2|0|0|0|21
P39342|55|19|4|17|25|42|11|31|2|3|1|1|0|0|0|0|0|1|129
P39343|18|7|2|3|10|14|3|11|2|0|2|2|0|2|0|0|0|0|40
P39344|27|20|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|27
P39346|15|12|1|2|6|7|3|4|0|0|1|1|1|0|0|0|0|2|31
P39347|11|4|0|8|2|14|1|13|3|0|0|0|0|0|0|0|0|0|41
P39352|130|45|11|16|55|36|15|21|3|0|7|7|3|2|1|1|1|1|198
P39353|11|5|0|4|0|11|2|9|0|0|0|0|0|0|0|0|0|1|31
P39354|9|4|1|1|5|7|2|5|0|0|0|0|0|0|0|0|0|0|18
P39356|7|6|0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|11
P39357|16|8|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|18
P39358|40|12|0|14|16|19|6|13|1|2|4|4|0|0|1|1|1|0|99
P39359|13|8|1|1|3|5|3|2|0|0|1|1|1|0|0|0|0|0|23
P39361|12|8|0|2|4|3|1|2|0|0|0|0|0|0|0|0|0|0|19
P39362|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|3
P39364|14|7|1|3|7|6|4|2|0|0|0|0|0|0|0|0|0|0|31
P39365|80|50|4|3|31|19|11|8|2|1|4|4|2|2|0|0|0|0|134
P39366|117|64|0|20|23|45|25|20|3|5|2|2|0|0|1|1|1|0|215
P39367|7|4|0|0|4|1|0|1|0|0|0|0|0|0|0|0|0|0|10
P39368|4|1|1|0|2|0|0|0|0|0|1|1|0|1|0|0|0|0|4
P39369|8|4|2|1|7|7|1|6|1|0|1|1|1|0|0|0|0|0|18
P39370|40|12|6|16|25|38|9|29|5|0|4|4|0|1|3|0|0|0|109
P39371|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P39376|35|19|5|3|21|10|7|3|0|0|4|4|1|2|0|1|1|0|58
P39377|18|13|0|5|3|5|3|2|0|0|0|0|0|0|0|0|0|0|33
P39380|33|13|2|0|13|6|0|6|0|0|2|2|0|0|1|1|1|0|41
P39381|141|61|7|5|45|12|3|9|3|0|7|7|3|2|1|1|1|1|188
P39382|8|4|0|1|6|7|3|4|0|0|0|0|0|0|0|0|0|0|18
P39383|13|6|0|0|5|4|3|1|0|0|0|0|0|0|0|0|0|0|19
P39384|34|21|1|6|4|10|4|6|0|0|1|1|0|1|0|0|0|0|60
P39386|113|56|5|7|51|26|9|17|1|0|2|2|1|1|0|0|0|2|171
P39389|70|24|4|4|26|32|10|22|0|0|7|7|0|4|0|3|3|0|133
P39391|3|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P39393|42|22|5|15|26|37|13|24|5|1|2|2|2|0|0|0|0|0|112
P39396|272|135|10|25|91|60|22|38|6|2|7|7|0|3|2|2|2|0|444
P39398|135|45|5|11|67|26|9|17|2|0|6|6|1|2|2|1|1|0|205
P39400|13|7|3|4|8|3|2|1|0|0|3|3|2|1|0|0|0|0|23
P39401|125|55|18|30|67|61|30|31|4|3|12|12|3|6|0|3|3|0|257
P39404|11|10|2|1|11|3|0|3|1|0|1|1|1|0|0|0|0|0|16
P39406|6|3|0|2|3|3|1|2|0|0|0|0|0|0|0|0|0|0|11
P39407|35|17|3|4|20|11|6|5|1|0|3|3|2|1|0|0|0|0|51
P39408|7|3|0|2|3|4|3|1|1|0|0|0|0|0|0|0|0|0|13
P39409|24|9|0|1|6|13|3|10|0|0|0|0|0|0|0|0|0|0|43
P39410|8|2|0|1|5|3|0|3|1|0|0|0|0|0|0|0|0|0|12
P39414|59|17|2|0|19|0|0|0|0|0|3|3|0|0|0|3|3|0|74
P39451|10|2|0|2|3|3|3|0|0|0|0|0|0|0|0|0|0|0|19
P39452|51|19|7|7|32|17|9|8|0|0|8|8|1|2|4|1|1|0|91
P39453|7|2|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|8
P39829|113|63|4|16|31|54|19|35|4|0|2|2|0|2|0|0|0|0|198
P39830|102|60|2|4|29|19|6|13|1|0|2|2|2|0|0|0|0|0|140
P39831|1|0|1|0|1|3|0|3|0|0|1|1|0|1|0|0|0|0|4
P39832|40|23|2|2|13|5|2|3|1|0|1|1|1|0|0|0|0|1|53
P39834|0|0|0|2|0|1|1|0|0|1|0|0|0|0|0|0|0|0|3
P39835|22|11|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|22
P39836|98|51|6|4|35|20|1|19|0|0|6|6|4|2|0|0|0|0|154
P39838|21|11|2|0|8|2|0|2|0|0|1|1|0|1|0|0|0|0|30
P40120|35|13|7|10|21|22|11|11|0|1|4|4|2|1|0|1|1|0|81
P40191|16|9|0|3|0|7|5|2|0|0|0|0|0|0|0|0|0|0|32
P40710|16|1|0|2|8|4|3|1|0|0|2|2|0|0|2|0|0|0|27
P40719|6|4|0|2|3|5|2|3|0|0|0|0|0|0|0|0|0|0|17
P40874|81|34|9|12|43|35|15|20|1|1|6|6|1|4|0|1|1|0|133
P41036|154|51|16|28|84|44|18|26|5|2|9|9|3|4|0|2|2|1|249
P41052|4|2|1|0|4|1|0|1|0|0|1|1|0|1|0|0|0|0|5
P41409|23|7|3|3|11|13|9|4|0|1|0|0|0|0|0|0|0|0|61
P42588|59|28|0|8|4|27|5|22|1|0|0|0|0|0|0|0|0|1|115
P42589|1|0|0|1|0|2|0|2|1|0|0|0|0|0|0|0|0|0|6
P42590|249|102|25|11|121|32|18|14|0|0|25|25|8|11|3|3|3|1|364
P42591|2|0|0|0|2|4|2|2|0|0|0|0|0|0|0|0|0|0|6
P42592|3|0|0|4|1|3|0|3|0|0|0|0|0|0|0|0|0|0|10
P42593|42|16|0|15|20|33|14|19|2|1|0|0|0|0|0|0|0|0|99
P42596|7|5|0|0|5|3|0|3|0|0|1|1|0|0|1|0|0|0|10
P42598|21|7|2|4|9|12|2|10|1|0|2|2|0|1|1|0|0|1|45
P42599|18|8|0|1|3|2|2|0|0|0|1|1|0|0|0|1|1|0|23
